nome,preparacao,nome_busca,kcal_100g,proteina_g,carboidrato_g,gordura_g,fibra_g,sodio_mg,gordura_saturada_g,gordura_trans_g,acucar_g,colesterol_mg,fonte
PAO INTEGRAL,NAO SE APLICA,pao integral,247.0,12.95,41.29,3.35,6.71,472.0,0.75,0.6,10.08,,IBGE
PAO NAO ESPECIFICADO,NAO SE APLICA,pao nao especificado,300.0,8.0,58.6,3.1,2.3,648.0,1.0,0.37,,,IBGE
TORRADA DE QUALQUER PAO,NAO SE APLICA,torrada de qualquer pao,377.0,10.5,74.6,3.3,3.4,829.0,0.9,0.45,,,IBGE
ROSCA DOCE,NAO SE APLICA,rosca doce,422.97,4.54,55.53,20.61,1.07,175.07,8.06,3.55,31.83,31.95,IBGE
ROSQUINHA DOCE,NAO SE APLICA,rosquinha doce,443.0,8.1,75.2,12.0,2.1,352.0,3.9,1.58,36.52,,IBGE
ROSCA SALGADA,NAO SE APLICA,rosca salgada,245.75,12.83,25.8,9.85,1.18,511.0,5.24,0.2,1.52,47.3,IBGE
ROSQUINHA SALGADA,NAO SE APLICA,rosquinha salgada,432.0,10.1,68.7,14.4,2.5,854.0,4.4,1.8,10.64,,IBGE
BISCOITO SALGADO,NAO SE APLICA,biscoito salgado,432.0,10.1,68.7,14.4,2.5,854.0,4.4,1.8,10.64,,IBGE
PRESUNTINHO BISCOITO,NAO SE APLICA,presuntinho biscoito,508.99,8.88,60.74,25.4,2.55,833.41,5.4,0.76,0.32,0.09,IBGE
BISCOITO DE POLVILHO,NAO SE APLICA,biscoito de polvilho,436.72,4.46,38.37,29.08,,536.68,4.65,0.04,0.43,150.27,IBGE
BOLACHA SALGADA,NAO SE APLICA,bolacha salgada,432.0,10.1,68.7,14.4,2.5,854.0,4.4,1.8,10.64,,IBGE
CHIPS (SALGADINHOS),NAO SE APLICA,chips salgadinhos,558.86,5.08,55.41,35.25,2.76,601.77,5.46,0.18,1.17,,IBGE
BACONZITOS,NAO SE APLICA,baconzitos,508.99,8.88,60.74,25.4,2.55,833.41,5.4,0.76,0.32,0.09,IBGE
BISCOITO SALGADO INTEGRAL,NAO SE APLICA,biscoito salgado integral,412.43,11.49,60.85,16.07,10.23,643.7,2.54,0.08,0.5,,IBGE
BISCOITO DOCE,NAO SE APLICA,biscoito doce,443.0,8.1,75.2,12.0,2.1,352.0,3.9,1.58,36.52,,IBGE
CAVACO CHINES,NAO SE APLICA,cavaco chines,443.0,8.1,75.2,12.0,2.1,352.0,3.9,1.58,36.52,,IBGE
SEQUILHO,NAO SE APLICA,sequilho,443.0,8.1,75.2,12.0,2.1,352.0,3.9,1.58,36.52,,IBGE
TARECO,NAO SE APLICA,tareco,443.0,8.1,75.2,12.0,2.1,352.0,3.9,1.58,36.52,,IBGE
SOLDA,NAO SE APLICA,solda,432.0,10.1,68.7,14.4,2.5,854.0,4.4,1.8,10.64,,IBGE
BREVIDADE,NAO SE APLICA,brevidade,371.22,3.18,57.71,14.61,1.06,162.4,2.74,1.91,30.11,100.29,IBGE
BOLACHA DOCE,NAO SE APLICA,bolacha doce,443.0,8.1,75.2,12.0,2.1,352.0,3.9,1.58,36.52,,IBGE
MARIA MALUCA (BOLACHA DOCE),NAO SE APLICA,maria maluca bolacha doce,443.0,8.1,75.2,12.0,2.1,352.0,3.9,1.58,36.52,,IBGE
QUEBRA QUEBRA,NAO SE APLICA,quebra quebra,443.0,8.1,75.2,12.0,2.1,352.0,3.9,1.58,36.52,,IBGE
ROCAMBOLE,NAO SE APLICA,rocambole,339.26,6.32,18.55,26.93,0.54,50.56,15.9,0.91,4.95,194.01,IBGE
CUCA DE QUALQUER TIPO,NAO SE APLICA,cuca de qualquer tipo,355.23,5.15,55.83,13.08,2.02,194.29,7.88,0.42,26.57,44.09,IBGE
BOLO DE MILHO,NAO SE APLICA,bolo de milho,311.0,4.8,45.1,12.4,0.7,134.0,4.5,1.99,8.27,82.0,IBGE
AMIDOMIL (BOLINHO),NAO SE APLICA,amidomil bolinho,311.0,4.8,45.1,12.4,0.7,134.0,4.5,1.99,8.27,82.0,IBGE
ANGUSOR DE MILHO,NAO SE APLICA,angusor de milho,311.0,4.8,45.1,12.4,0.7,134.0,4.5,1.99,8.27,82.0,IBGE
GRUSTOLI (BOLINHO DOCE),NAO SE APLICA,grustoli bolinho doce,421.37,5.55,55.7,19.81,1.21,211.11,4.57,4.47,26.61,40.1,IBGE
BOLO DE AIPIM,NAO SE APLICA,bolo de aipim,324.0,4.4,47.9,12.7,0.7,111.0,5.0,1.99,17.62,73.0,IBGE
BOLO DE TAPIOCA,NAO SE APLICA,bolo de tapioca,324.0,4.4,47.9,12.7,0.7,111.0,5.0,1.99,17.62,73.0,IBGE
BOLO DE MACAXEIRA,NAO SE APLICA,bolo de macaxeira,324.0,4.4,47.9,12.7,0.7,111.0,5.0,1.99,17.62,73.0,IBGE
BOLO DE GOMA,NAO SE APLICA,bolo de goma,324.0,4.4,47.9,12.7,0.7,111.0,5.0,1.99,17.62,73.0,IBGE
BOLO DE BATATA DOCE,NAO SE APLICA,bolo de batata doce,324.0,4.4,47.9,12.7,0.7,111.0,5.0,1.99,17.62,73.0,IBGE
BOLO DE ARROZ,NAO SE APLICA,bolo de arroz,324.0,4.4,47.9,12.7,0.7,111.0,5.0,1.99,17.62,73.0,IBGE
BOLO DE CARA,NAO SE APLICA,bolo de cara,324.0,4.4,47.9,12.7,0.7,111.0,5.0,1.99,17.62,73.0,IBGE
TORTAS DOCES DE QUALQUER SABOR,NAO SE APLICA,tortas doces de qualquer sabor,119.67,2.28,15.56,5.38,0.48,148.33,1.79,1.06,7.47,3.76,IBGE
TORTAS SALGADAS DE QUALQUER SABOR,NAO SE APLICA,tortas salgadas de qualquer sabor,249.55,3.87,38.4,9.86,1.49,161.34,5.19,0.42,27.12,23.27,IBGE
SONHO,NAO SE APLICA,sonho,378.79,6.02,48.08,18.25,1.31,132.89,4.48,3.47,21.09,45.63,IBGE
FILHOS (BOLINHO DE FARINHA DE TRIGO E OVOS),NAO SE APLICA,filhos bolinho de farinha de trigo e ovos,421.37,5.55,55.7,19.81,1.21,211.11,4.57,4.47,26.61,40.1,IBGE
BOLO DE CHOCOLATE,NAO SE APLICA,bolo de chocolate,312.8,8.71,58.3,6.0,1.76,63.07,1.98,,40.39,209.07,IBGE
BRIOCHE,NAO SE APLICA,brioche,366.84,9.04,49.58,14.22,1.8,225.41,4.92,1.2,8.24,99.04,IBGE
BOLO DE LARANJA,NAO SE APLICA,bolo de laranja,360.83,4.8,58.32,13.15,2.36,102.03,5.29,0.28,34.4,67.72,IBGE
BOLO DE COCO,NAO SE APLICA,bolo de coco,317.24,6.33,54.19,8.7,1.2,78.47,5.59,,39.36,137.69,IBGE
BOLO DE CENOURA,NAO SE APLICA,bolo de cenoura,344.86,4.17,44.27,17.26,1.61,240.28,10.37,0.63,26.61,95.41,IBGE
BOLO DE TRIGO,NAO SE APLICA,bolo de trigo,286.6,6.91,55.27,4.24,0.65,47.87,1.27,,39.84,160.65,IBGE
BROA,NAO SE APLICA,broa,392.0,9.8,47.1,18.3,1.7,,,,,,IBGE
BISCOITO RECHEADO,NAO SE APLICA,biscoito recheado,472.0,6.4,70.5,19.6,3.0,239.0,6.2,4.21,40.62,,IBGE
WAFFER (BISCOITO),NAO SE APLICA,waffer biscoito,430.32,6.25,74.79,12.49,2.25,717.78,2.76,1.4,34.84,15.64,IBGE
ALFAJORES (BISCOITO),NAO SE APLICA,alfajores biscoito,505.21,6.47,70.85,22.55,2.43,354.18,7.63,4.85,25.21,0.02,IBGE
BOLACHA RECHEADA,NAO SE APLICA,bolacha recheada,472.0,6.4,70.5,19.6,3.0,239.0,6.2,4.21,40.62,,IBGE
ROSCA RECHEADA,NAO SE APLICA,rosca recheada,620.2,5.57,98.06,26.28,3.22,151.83,15.89,0.6,74.97,78.21,IBGE
ROSQUINHA RECHEADA DE QUALQUER SABOR,NAO SE APLICA,rosquinha recheada de qualquer sabor,472.0,6.4,70.5,19.6,3.0,239.0,6.2,4.21,40.62,,IBGE
BISCOITO NÃO ESPECIFICADO,NAO SE APLICA,biscoito nao especificado,432.0,10.1,68.7,14.4,2.5,854.0,4.4,1.8,10.64,,IBGE
CREPE,NAO SE APLICA,crepe,203.18,13.96,8.27,12.46,0.66,332.45,4.8,0.76,1.75,77.23,IBGE
PAO DIET (DE FORMA INDUSTRIALIZADO),NAO SE APLICA,pao diet de forma industrializado,198.0,9.1,43.6,2.3,12.0,511.0,0.34,,4.11,,IBGE
PAO LIGHT (DE FORMA INDUSTRIALIZADO),NAO SE APLICA,pao light de forma industrializado,198.0,9.1,43.6,2.3,12.0,511.0,0.34,,4.11,,IBGE
PAO DE QUEIJO LIGHT,NAO SE APLICA,pao de queijo light,363.0,5.1,34.2,24.6,0.6,773.0,,,,68.0,IBGE
PAO INTEGRAL LIGHT,NAO SE APLICA,pao integral light,198.0,9.1,43.6,2.3,12.0,511.0,0.34,,4.11,,IBGE
TORTAS DOCES DE QUALQUER SABOR LIGHT,NAO SE APLICA,tortas doces de qualquer sabor light,121.84,2.29,16.06,5.4,0.5,236.66,1.79,1.06,7.84,3.76,IBGE
TORTAS DOCES DE QUALQUER SABOR DIET,NAO SE APLICA,tortas doces de qualquer sabor diet,99.17,2.25,10.66,5.3,0.37,141.83,1.75,1.06,2.31,3.76,IBGE
FILHOS (BOLINHO DE FARINHA DE TRIGO E OVOS) LIGHT,NAO SE APLICA,filhos bolinho de farinha de trigo e ovos light,426.53,6.44,48.69,22.95,1.4,244.63,5.3,5.19,15.48,46.5,IBGE
FILHOS (BOLINHO DE FARINHA DE TRIGO E OVOS) DIET,NAO SE APLICA,filhos bolinho de farinha de trigo e ovos diet,426.53,6.44,48.69,22.95,1.4,244.63,5.3,5.19,15.48,46.5,IBGE
BOLO DE CHOCOLATE LIGHT,NAO SE APLICA,bolo de chocolate light,299.49,4.59,52.45,9.36,2.0,150.69,5.44,0.16,32.49,49.83,IBGE
BOLO DE CHOCOLATE DIET,NAO SE APLICA,bolo de chocolate diet,299.49,4.59,52.45,9.36,2.0,150.69,5.44,0.16,32.49,49.83,IBGE
BOLO DE LARANJA LIGHT,NAO SE APLICA,bolo de laranja light,328.38,4.76,58.31,9.48,2.36,104.21,2.97,0.14,34.4,57.98,IBGE
BOLO DE COCO DIET,NAO SE APLICA,bolo de coco diet,299.49,4.59,52.45,9.36,2.0,150.69,5.44,0.16,32.49,49.83,IBGE
BOLO DE CENOURA DIET,NAO SE APLICA,bolo de cenoura diet,272.74,4.09,44.26,9.1,1.61,245.13,5.2,0.3,26.6,73.79,IBGE
BISCOITO RECHEADO LIGHT,NAO SE APLICA,biscoito recheado light,432.96,5.88,77.8,13.24,4.24,558.19,4.09,0.05,41.18,,IBGE
BISCOITO WAFFER LIGHT,NAO SE APLICA,biscoito waffer light,398.63,4.51,80.66,6.92,1.31,379.36,1.04,0.93,47.65,0.02,IBGE
WAFFER (BISCOITO) LIGHT,NAO SE APLICA,waffer biscoito light,398.63,4.51,80.66,6.92,1.31,379.36,1.04,0.93,47.65,0.02,IBGE
ALFAJORES (BISCOITO) LIGHT,NAO SE APLICA,alfajores biscoito light,432.96,5.88,77.8,13.24,4.24,558.19,4.09,0.05,41.18,,IBGE
BOLACHA RECHEADA LIGHT,NAO SE APLICA,bolacha recheada light,432.96,5.88,77.8,13.24,4.24,558.19,4.09,0.05,41.18,,IBGE
BISCOITO RECHEADO DIET,NAO SE APLICA,biscoito recheado diet,405.28,8.17,66.82,20.83,3.67,459.74,2.17,0.08,5.54,0.09,IBGE
ROSQUINHA RECHEADA DE QUALQUER SABOR DIET,NAO SE APLICA,rosquinha recheada de qualquer sabor diet,405.28,8.17,66.82,20.83,3.67,459.74,2.17,0.08,5.54,0.09,IBGE
BOLACHA RECHEADA DIET,NAO SE APLICA,bolacha recheada diet,405.28,8.17,66.82,20.83,3.67,459.74,2.17,0.08,5.54,0.09,IBGE
PAO DOCE DIET,NAO SE APLICA,pao doce diet,312.25,4.83,57.97,6.92,1.64,197.86,4.06,0.25,29.12,32.81,IBGE
PAO DE MEL DIET,NAO SE APLICA,pao de mel diet,446.23,4.38,85.04,11.31,1.85,157.52,6.65,0.26,52.87,38.81,IBGE
PANETONE DIET,NAO SE APLICA,panetone diet,355.95,7.45,58.03,10.43,2.14,210.02,1.82,0.05,15.77,50.12,IBGE
BISCOITO SALGADO LIGHT,NAO SE APLICA,biscoito salgado light,452.56,9.67,72.45,13.79,3.45,899.27,2.17,0.07,10.3,,IBGE
BOLACHA SALGADA LIGHT,NAO SE APLICA,bolacha salgada light,452.56,9.67,72.45,13.79,3.45,899.27,2.17,0.07,10.3,,IBGE
CHIPS (SALGADINHOS) LIGHT,NAO SE APLICA,chips salgadinhos light,407.05,6.53,81.13,7.05,5.64,634.57,1.15,0.04,8.11,,IBGE
BISCOITO DOCE LIGHT,NAO SE APLICA,biscoito doce light,395.25,6.45,83.88,4.84,3.7,546.4,1.14,1.4,41.49,,IBGE
BOLACHA DOCE LIGHT,NAO SE APLICA,bolacha doce light,395.25,6.45,83.88,4.84,3.7,546.4,1.14,1.4,41.49,,IBGE
BISCOITO DOCE DIET,NAO SE APLICA,biscoito doce diet,453.92,6.22,65.74,21.89,2.95,407.53,5.32,7.09,3.99,0.09,IBGE
BOLACHA DOCE DIET,NAO SE APLICA,bolacha doce diet,453.92,6.22,65.74,21.89,2.95,407.53,5.32,7.09,3.99,0.09,IBGE
BOLO DE BANANA,NAO SE APLICA,bolo de banana,300.05,3.93,52.14,9.07,1.66,218.07,5.31,0.32,31.79,56.72,IBGE
CARNE SECA,COZIDO(A),carne seca cozido,313.0,26.9,,21.9,,1943.0,10.5,0.93,,100.0,IBGE
CARNE SECA,GRELHADO(A)/BRASA/CHURRASCO,carne seca grelhado,313.0,26.9,,21.9,,1943.0,10.5,0.93,,100.0,IBGE
CARNE SECA,ASSADO(A),carne seca assado,313.0,26.9,,21.9,,1943.0,10.5,0.93,,100.0,IBGE
CARNE SECA,FRITO(A),carne seca frito,347.0,25.29,,26.56,,1826.42,10.8,0.03,,94.0,IBGE
CARNE SECA,REFOGADO(A),carne seca refogado,347.0,25.29,,26.56,,1826.42,10.8,0.03,,94.0,IBGE
CARNE SECA,MOLHO VERMELHO,carne seca ao molho vermelho,255.2,21.78,1.08,17.56,0.3,1659.2,8.41,,0.85,80.0,IBGE
CARNE SECA,ENSOPADO,carne seca ensopado,347.0,25.29,,26.56,,1826.42,10.8,0.03,,94.0,IBGE
CARNE DE CHARQUE,CRU(A),carne de charque cru,313.0,26.9,,21.9,,1943.0,10.5,0.93,,100.0,IBGE
CARNE DE CHARQUE,COZIDO(A),carne de charque cozido,313.0,26.9,,21.9,,1943.0,10.5,0.93,,100.0,IBGE
CARNE DE CHARQUE,GRELHADO(A)/BRASA/CHURRASCO,carne de charque grelhado,313.0,26.9,,21.9,,1943.0,10.5,0.93,,100.0,IBGE
CARNE DE CHARQUE,ASSADO(A),carne de charque assado,313.0,26.9,,21.9,,1943.0,10.5,0.93,,100.0,IBGE
CARNE DE CHARQUE,FRITO(A),carne de charque frito,347.0,25.29,,26.56,,1826.42,10.8,0.03,,94.0,IBGE
CARNE DE CHARQUE,REFOGADO(A),carne de charque refogado,347.0,25.29,,26.56,,1826.42,10.8,0.03,,94.0,IBGE
CARNE DE CHARQUE,MOLHO VERMELHO,carne de charque ao molho vermelho,255.2,21.78,1.08,17.56,0.3,1659.2,8.41,,0.85,80.0,IBGE
CARNE DE CHARQUE,ENSOPADO,carne de charque ensopado,347.0,25.29,,26.56,,1826.42,10.8,0.03,,94.0,IBGE
JABA,COZIDO(A),jaba cozido,313.0,26.9,,21.9,,1943.0,10.5,0.93,,100.0,IBGE
JABA,FRITO(A),jaba frito,347.0,25.29,,26.56,,1826.42,10.8,0.03,,94.0,IBGE
JABA,REFOGADO(A),jaba refogado,347.0,25.29,,26.56,,1826.42,10.8,0.03,,94.0,IBGE
JABA,NAO SE APLICA,jaba,313.0,26.9,,21.9,,1943.0,10.5,0.93,,100.0,IBGE
CARNE DE SOL,CRU(A),carne de sol cru,313.0,26.9,,21.9,,1943.0,10.5,0.93,,100.0,IBGE
CARNE DE SOL,COZIDO(A),carne de sol cozido,313.0,26.9,,21.9,,1943.0,10.5,0.93,,100.0,IBGE
CARNE DE SOL,GRELHADO(A)/BRASA/CHURRASCO,carne de sol grelhado,313.0,26.9,,21.9,,1943.0,10.5,0.93,,100.0,IBGE
CARNE DE SOL,ASSADO(A),carne de sol assado,313.0,26.9,,21.9,,1943.0,10.5,0.93,,100.0,IBGE
CARNE DE SOL,FRITO(A),carne de sol frito,347.0,25.29,,26.56,,1826.42,10.8,0.03,,94.0,IBGE
CARNE DE SOL,ENSOPADO,carne de sol ensopado,347.0,25.29,,26.56,,1826.42,10.8,0.03,,94.0,IBGE
CARNE DO SERTAO,COZIDO(A),carne do sertao cozido,313.0,26.9,,21.9,,1943.0,10.5,0.93,,100.0,IBGE
CARNE DO SERTAO,ASSADO(A),carne do sertao assado,313.0,26.9,,21.9,,1943.0,10.5,0.93,,100.0,IBGE
CARNE DO SERTAO,FRITO(A),carne do sertao frito,347.0,25.29,,26.56,,1826.42,10.8,0.03,,94.0,IBGE
HAMBURGUER DE CARNE BOVINA,CRU(A),hamburguer de carne bovina cru,214.0,26.62,,11.1,,61.0,4.38,0.69,,86.0,IBGE
HAMBURGUER DE CARNE BOVINA,COZIDO(A),hamburguer de carne bovina cozido,214.0,26.62,,11.1,,61.0,4.38,0.69,,86.0,IBGE
HAMBURGUER DE CARNE BOVINA,GRELHADO(A)/BRASA/CHURRASCO,hamburguer de carne bovina grelhado,214.0,26.62,,11.1,,61.0,4.38,0.69,,86.0,IBGE
HAMBURGUER DE CARNE BOVINA,ASSADO(A),hamburguer de carne bovina assado,214.0,26.62,,11.1,,61.0,4.38,0.69,,86.0,IBGE
HAMBURGUER DE CARNE BOVINA,FRITO(A),hamburguer de carne bovina frito,236.66,26.62,,13.66,,61.0,4.78,0.71,,86.0,IBGE
HAMBURGUER DE CARNE BOVINA,MOLHO VERMELHO,hamburguer de carne bovina ao molho vermelho,176.0,21.56,1.08,8.92,0.3,153.6,3.51,0.55,0.85,68.8,IBGE
HAMBURGUER DE CARNE BOVINA,NAO SE APLICA,hamburguer de carne bovina,214.0,26.62,,11.1,,61.0,4.38,0.69,,86.0,IBGE
COPA DE PORCO DEFUMADA,NAO SE APLICA,copa de porco defumada,248.66,20.53,0.42,17.76,,941.0,5.44,0.06,,62.0,IBGE
BACON,NAO SE APLICA,bacon,541.0,37.04,1.43,41.78,,2310.0,13.74,0.31,0.59,110.0,IBGE
HAMBURGUER DE FRANGO,COZIDO(A),hamburguer de frango cozido,206.14,16.19,12.64,9.71,0.61,121.92,2.93,0.93,2.85,44.34,IBGE
HAMBURGUER DE FRANGO,GRELHADO(A)/BRASA/CHURRASCO,hamburguer de frango grelhado,206.14,16.19,12.64,9.71,0.61,121.92,2.93,0.93,2.85,44.34,IBGE
HAMBURGUER DE FRANGO,ASSADO(A),hamburguer de frango assado,206.14,16.19,12.64,9.71,0.61,121.92,2.93,0.93,2.85,44.34,IBGE
HAMBURGUER DE FRANGO,FRITO(A),hamburguer de frango frito,266.67,16.19,12.64,16.55,0.61,121.92,4.0,0.96,2.85,44.34,IBGE
HAMBURGUER DE FRANGO,EMPANADO(A)/A MILANESA,hamburguer de frango empanado,266.67,16.19,12.64,16.55,0.61,121.92,4.0,0.96,2.85,44.34,IBGE
HAMBURGUER DE FRANGO,NAO SE APLICA,hamburguer de frango,206.14,16.19,12.64,9.71,0.61,121.92,2.93,0.93,2.85,44.34,IBGE
SALSICHA NO VAREJO,CRU(A),salsicha no varejo cru,321.05,9.72,3.61,29.51,,1174.71,10.86,0.8,3.15,52.95,IBGE
SALSICHA NO VAREJO,COZIDO(A),salsicha no varejo cozido,321.05,9.72,3.61,29.51,,1174.71,10.86,0.8,3.15,52.95,IBGE
SALSICHA NO VAREJO,GRELHADO(A)/BRASA/CHURRASCO,salsicha no varejo grelhado,321.05,9.72,3.61,29.51,,1174.71,10.86,0.8,3.15,52.95,IBGE
SALSICHA NO VAREJO,ASSADO(A),salsicha no varejo assado,321.05,9.72,3.61,29.51,,1174.71,10.86,0.8,3.15,52.95,IBGE
SALSICHA NO VAREJO,FRITO(A),salsicha no varejo frito,321.05,9.72,3.61,29.51,,1174.71,10.86,0.8,3.15,52.95,IBGE
SALSICHA NO VAREJO,REFOGADO(A),salsicha no varejo refogado,321.05,9.72,3.61,29.51,,1174.71,10.86,0.8,3.15,52.95,IBGE
SALSICHA NO VAREJO,MOLHO VERMELHO,salsicha no varejo ao molho vermelho,289.43,8.56,4.74,26.1,0.04,960.69,10.22,0.74,3.56,49.19,IBGE
SALSICHA NO VAREJO,MOLHO BRANCO,salsicha no varejo ao molho branco,321.6,11.3,3.24,29.04,0.3,748.8,10.37,2.02,1.92,56.8,IBGE
SALSICHA NO VAREJO,AO ALHO E OLEO,salsicha no varejo ao alho e oleo,321.05,9.72,3.61,29.51,,1174.71,10.86,0.8,3.15,52.95,IBGE
SALSICHA NO VAREJO,COM MANTEIGA/OLEO,salsicha no varejo com manteiga,321.05,9.72,3.61,29.51,,1174.71,10.86,0.8,3.15,52.95,IBGE
SALSICHA NO VAREJO,ENSOPADO,salsicha no varejo ensopado,321.05,9.72,3.61,29.51,,1174.71,10.86,0.8,3.15,52.95,IBGE
SALSICHA NO VAREJO,NAO SE APLICA,salsicha no varejo,321.05,9.72,3.61,29.51,,1174.71,10.86,0.8,3.15,52.95,IBGE
"LINGUICA (SUÍNA, BOVINA, MISTA, ETC)",CRU(A),linguica suina bovina mista etc cru,396.0,13.8,2.7,36.25,,805.0,12.96,2.52,1.34,71.0,IBGE
"LINGUICA (SUÍNA, BOVINA, MISTA, ETC)",COZIDO(A),linguica suina bovina mista etc cozido,396.0,13.8,2.7,36.25,,805.0,12.96,2.52,1.34,71.0,IBGE
"LINGUICA (SUÍNA, BOVINA, MISTA, ETC)",GRELHADO(A)/BRASA/CHURRASCO,linguica suina bovina mista etc grelhado,396.0,13.8,2.7,36.25,,805.0,12.96,2.52,1.34,71.0,IBGE
"LINGUICA (SUÍNA, BOVINA, MISTA, ETC)",ASSADO(A),linguica suina bovina mista etc assado,396.0,13.8,2.7,36.25,,805.0,12.96,2.52,1.34,71.0,IBGE
"LINGUICA (SUÍNA, BOVINA, MISTA, ETC)",FRITO(A),linguica suina bovina mista etc frito,396.0,13.8,2.7,36.25,,805.0,12.96,2.52,1.34,71.0,IBGE
"LINGUICA (SUÍNA, BOVINA, MISTA, ETC)",EMPANADO(A)/A MILANESA,linguica suina bovina mista etc empanado,396.0,13.8,2.7,36.25,,805.0,12.96,2.52,1.34,71.0,IBGE
"LINGUICA (SUÍNA, BOVINA, MISTA, ETC)",REFOGADO(A),linguica suina bovina mista etc refogado,396.0,13.8,2.7,36.25,,805.0,12.96,2.52,1.34,71.0,IBGE
"LINGUICA (SUÍNA, BOVINA, MISTA, ETC)",MOLHO VERMELHO,linguica suina bovina mista etc ao molho vermelho,321.6,11.3,3.24,29.04,0.3,748.8,10.37,2.02,1.92,56.8,IBGE
"LINGUICA (SUÍNA, BOVINA, MISTA, ETC)",COM MANTEIGA/OLEO,linguica suina bovina mista etc com manteiga,396.0,13.8,2.7,36.25,,805.0,12.96,2.52,1.34,71.0,IBGE
"LINGUICA (SUÍNA, BOVINA, MISTA, ETC)",ENSOPADO,linguica suina bovina mista etc ensopado,396.0,13.8,2.7,36.25,,805.0,12.96,2.52,1.34,71.0,IBGE
"LINGUICA (SUÍNA, BOVINA, MISTA, ETC)",NAO SE APLICA,linguica suina bovina mista etc,396.0,13.8,2.7,36.25,,805.0,12.96,2.52,1.34,71.0,IBGE
LINGUICA DE FRANGO,CRU(A),linguica de frango cru,244.0,18.2,,18.4,,1351.0,4.7,,,80.0,IBGE
LINGUICA DE FRANGO,COZIDO(A),linguica de frango cozido,244.0,18.2,,18.4,,1351.0,4.7,,,80.0,IBGE
LINGUICA DE FRANGO,GRELHADO(A)/BRASA/CHURRASCO,linguica de frango grelhado,244.0,18.2,,18.4,,1351.0,4.7,,,80.0,IBGE
LINGUICA DE FRANGO,ASSADO(A),linguica de frango assado,244.0,18.2,,18.4,,1351.0,4.7,,,80.0,IBGE
LINGUICA DE FRANGO,FRITO(A),linguica de frango frito,245.0,18.3,,18.5,,1374.0,5.0,,,76.0,IBGE
CHOURICO,NAO SE APLICA,chourico,379.0,14.6,1.29,34.5,,680.0,13.4,0.08,1.31,120.0,IBGE
MORCELA,NAO SE APLICA,morcela,379.0,14.6,1.29,34.5,,680.0,13.4,0.08,1.31,120.0,IBGE
MORCILHA,CRU(A),morcilha cru,379.0,14.6,1.29,34.5,,680.0,13.4,0.08,1.31,120.0,IBGE
MORCILHA,COZIDO(A),morcilha cozido,379.0,14.6,1.29,34.5,,680.0,13.4,0.08,1.31,120.0,IBGE
PAIO,COZIDO(A),paio cozido,339.0,19.43,,28.36,,749.0,9.13,0.11,0.14,84.0,IBGE
MORTADELA,NAO SE APLICA,mortadela,307.0,11.1,3.2,27.7,,930.0,10.21,0.8,2.54,60.0,IBGE
SALAME,NAO SE APLICA,salame,336.0,21.85,2.4,25.9,,1449.0,9.32,0.59,0.96,89.0,IBGE
SALAMINHO,NAO SE APLICA,salaminho,336.0,21.85,2.4,25.9,,1449.0,9.32,0.59,0.96,89.0,IBGE
BLANQUET DE PERU,NAO SE APLICA,blanquet de peru,126.0,17.5,2.04,4.84,0.2,1114.0,1.53,0.11,2.04,72.0,IBGE
PRESUNTO,NAO SE APLICA,presunto,226.0,20.53,0.42,15.2,,941.0,5.04,0.04,,62.0,IBGE
HAMBURGUER DE PERU,COZIDO(A),hamburguer de peru cozido,195.96,16.62,12.64,8.35,0.61,118.3,2.62,0.86,2.85,48.64,IBGE
HAMBURGUER DE PERU,ASSADO(A),hamburguer de peru assado,195.96,16.62,12.64,8.35,0.61,118.3,2.62,0.86,2.85,48.64,IBGE
HAMBURGUER DE PERU,EMPANADO(A)/A MILANESA,hamburguer de peru empanado,256.49,16.62,12.64,15.2,0.61,118.3,3.69,0.89,2.85,48.64,IBGE
HAMBURGUER NAO ESPECIFICADO,COZIDO(A),hamburguer nao especificado cozido,214.0,26.62,,11.1,,61.0,4.38,0.69,,86.0,IBGE
HAMBURGUER NAO ESPECIFICADO,GRELHADO(A)/BRASA/CHURRASCO,hamburguer nao especificado grelhado,214.0,26.62,,11.1,,61.0,4.38,0.69,,86.0,IBGE
HAMBURGUER NAO ESPECIFICADO,ASSADO(A),hamburguer nao especificado assado,214.0,26.62,,11.1,,61.0,4.38,0.69,,86.0,IBGE
HAMBURGUER NAO ESPECIFICADO,FRITO(A),hamburguer nao especificado frito,236.66,26.62,,13.66,,61.0,4.78,0.71,,86.0,IBGE
HAMBURGUER NAO ESPECIFICADO,NAO SE APLICA,hamburguer nao especificado,214.0,26.62,,11.1,,61.0,4.38,0.69,,86.0,IBGE
APRESUNTADO,NAO SE APLICA,apresuntado,178.0,22.62,,9.02,,1500.0,3.12,0.03,,59.0,IBGE
PURURUCA DE PORCO,NAO SE APLICA,pururuca de porco,544.0,61.3,,31.3,,1838.0,11.37,0.31,,95.0,IBGE
PELE DE PORCO PREPARADA (PURURUCA),NAO SE APLICA,pele de porco preparada pururuca,544.0,61.3,,31.3,,1838.0,11.37,0.31,,95.0,IBGE
"PATE (FÍGADO, CALABRESA, FRANGO, PRESUNTO, ETC)",NAO SE APLICA,pate figado calabresa frango presunto etc,326.0,14.1,2.2,28.5,,860.0,10.6,2.36,0.51,158.0,IBGE
